Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Promotion_Gap_Ratio,Role_Stagnation_Index,Training_Intensity_Score,Manager_Stability_Indicator,Career_Growth_Rate,Promotion_Gap_Score,Cluster,Cluster_Label,Cluster_Hierarchical,PCA1,PCA2
31,0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,No,17,3,4,1,5,1,2,5,2,4,3,0.8,0.4,0.2,0.6,0.2,Medium,1,🟠 Promotion-Stalled,0,0.4701590161322445,-0.3647574454213416
34,0,Travel_Rarely,1346,Research & Development,19,2,Medical,2,Male,93,3,1,Laboratory Technician,4,Divorced,2661,8758,0,No,11,3,3,1,3,2,3,2,2,1,2,0.5,1.0,1.0,1.0,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,0.3801576769337935,-1.3886154711234169
28,1,Travel_Rarely,103,Research & Development,24,3,Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,Yes,14,3,2,0,6,4,3,4,2,0,3,0.0,0.5,1.0,0.75,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.8939135219367508,-0.8668228665425863
29,0,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,No,11,3,3,1,10,1,3,10,9,8,8,0.8,0.9,0.1,0.8,0.3,High,1,🟠 Promotion-Stalled,0,2.8791494505794963,0.711096081121499
32,0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,0.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.1428571428571428,Low,1,🟠 Promotion-Stalled,0,-0.965316407621339,-0.558709327721561
22,0,Non-Travel,1123,Research & Development,16,2,Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Yes,13,3,2,2,1,2,2,1,0,0,0,0.0,0.0,2.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-3.890361637164117,0.4771997869873064
53,0,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,Female,78,2,4,Manager,4,Married,15427,22021,2,No,16,3,3,0,31,3,3,25,8,3,7,0.12,0.32,0.12,0.28,0.1290322580645161,Low,1,🟠 Promotion-Stalled,0,0.7095636943362542,1.0741898935121696
38,0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.29416265115296153,-0.7092212043262587
24,0,Non-Travel,673,Research & Development,11,2,Other,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,0.25,0.5,1.25,0.75,0.4,Medium,1,🟠 Promotion-Stalled,0,-0.9182857465627342,0.3379433633915183
36,1,Travel_Rarely,1218,Sales,9,4,Life Sciences,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,No,23,4,2,0,10,4,3,5,3,0,3,0.0,0.6,0.8,0.6,0.1,Medium,1,🟠 Promotion-Stalled,0,-0.6867856846099395,-0.953081636996058
34,0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,No,11,3,3,0,13,4,3,12,6,2,11,0.1666666666666666,0.5,0.3333333333333333,0.9166666666666666,0.2307692307692307,Medium,1,🟠 Promotion-Stalled,0,0.72596867192316,0.16998907759341542
21,0,Travel_Rarely,391,Research & Development,15,2,Life Sciences,3,Male,96,3,1,Research Scientist,4,Single,1232,19281,1,No,14,3,4,0,0,6,3,0,0,0,0,0.0,0.0,6.0,0.0,0.0,Low,0,🚀 Fast-Track Performers,1,-4.370400420770267,2.1784720240417506
34,1,Travel_Rarely,699,Research & Development,6,1,Medical,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,No,11,3,3,0,8,2,3,4,2,1,3,0.25,0.5,0.5,0.75,0.125,Medium,1,🟠 Promotion-Stalled,0,-0.1260576531958689,-1.196733828212969
53,0,Travel_Rarely,1282,Research & Development,5,3,Other,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,No,11,3,4,1,26,3,2,14,13,4,8,0.2857142857142857,0.9285714285714286,0.2142857142857142,0.5714285714285714,0.1923076923076923,Medium,1,🟠 Promotion-Stalled,0,2.645031643468369,1.2233059171651506
32,1,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Yes,22,4,2,0,10,5,3,10,2,6,7,0.6,0.2,0.5,0.7,0.1,Medium,1,🟠 Promotion-Stalled,0,0.07525273111216461,0.9855182954029665
42,0,Travel_Rarely,691,Sales,8,4,Marketing,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,No,11,3,4,1,10,2,3,9,7,4,2,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2,Medium,1,🟠 Promotion-Stalled,0,0.9937964061603913,0.3018942619850598
44,0,Travel_Rarely,477,Research & Development,7,4,Medical,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,No,14,3,4,1,24,4,3,22,6,5,17,0.2272727272727272,0.2727272727272727,0.1818181818181818,0.7727272727272727,0.125,Low,1,🟠 Promotion-Stalled,0,0.921830351354015,0.9159374917242004
46,0,Travel_Rarely,705,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,18947,22822,3,No,12,3,4,0,22,2,2,2,2,2,1,1.0,1.0,1.0,0.5,0.2272727272727272,High,1,🟠 Promotion-Stalled,0,1.3881785701488827,1.1127022378263103
33,0,Travel_Rarely,924,Research & Development,2,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,No,11,3,4,0,7,3,3,1,1,0,0,0.0,1.0,3.0,0.0,0.1428571428571428,Medium,0,🚀 Fast-Track Performers,1,-1.8562151342067448,-0.23166135527297946
44,0,Travel_Rarely,1459,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Yes,13,3,4,0,9,5,4,4,2,1,3,0.25,0.5,1.25,0.75,0.2222222222222222,Medium,1,🟠 Promotion-Stalled,0,-0.6239293367205428,0.29017745510933185
30,0,Travel_Rarely,125,Research & Development,9,2,Medical,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,No,13,3,1,0,10,5,3,10,0,1,8,0.1,0.0,0.5,0.8,0.1,Low,1,🟠 Promotion-Stalled,0,-1.2268863163985524,-0.192605765669353
39,1,Travel_Rarely,895,Sales,5,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,No,14,3,3,1,19,6,4,1,0,0,0,0.0,0.0,6.0,0.0,0.1052631578947368,Low,0,🚀 Fast-Track Performers,1,-4.321464300155776,2.595227896205086
24,1,Travel_Rarely,813,Research & Development,1,3,Medical,2,Male,61,3,1,Research Scientist,4,Married,2293,3020,2,Yes,16,3,1,1,6,2,2,2,0,2,0,1.0,0.0,1.0,0.0,0.1666666666666666,Medium,0,🚀 Fast-Track Performers,0,-1.2191627057174506,0.9132368673563359
43,0,Travel_Rarely,1273,Research & Development,2,2,Medical,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,No,12,3,4,2,6,3,2,5,3,1,4,0.2,0.6,0.6,0.8,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.07374320043860508,-1.0069500310946897
50,1,Travel_Rarely,869,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,-0.7359491671586019,-1.5033376037847967
35,0,Travel_Rarely,890,Sales,2,3,Marketing,4,Female,97,3,1,Sales Representative,4,Married,2014,9687,1,No,13,3,1,0,2,3,3,2,2,2,2,1.0,1.0,1.5,1.0,0.5,High,1,🟠 Promotion-Stalled,0,0.3705583940510404,-0.2542255582182616
36,0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Yes,14,3,4,1,6,3,4,1,1,0,0,0.0,1.0,3.0,0.0,0.1666666666666666,Medium,0,🚀 Fast-Track Performers,1,-1.9111759221192037,-0.2521129268647773
33,0,Travel_Frequently,1141,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,No,19,3,1,2,10,3,3,5,3,1,3,0.2,0.6,0.6,0.6,0.2,Medium,1,🟠 Promotion-Stalled,0,-0.16042783291914103,-0.49919021527092244
35,0,Travel_Rarely,464,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,No,12,3,3,1,1,3,3,1,0,0,0,0.0,0.0,3.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-4.369093384966692,1.065099589909985
27,0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,1,6,3,1,0,0,0,0.0,0.0,6.0,0.0,1.0,Low,0,🚀 Fast-Track Performers,1,-5.8319593118772906,2.7827137168004095
26,1,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,No,12,3,3,0,1,2,2,1,0,0,1,0.0,0.0,2.0,1.0,1.0,Low,0,🚀 Fast-Track Performers,1,-2.9109122863643595,-0.5827161892382287
27,0,Travel_Frequently,994,Sales,8,3,Life Sciences,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,No,15,3,4,0,9,0,3,9,8,1,7,0.1111111111111111,0.8888888888888888,0.0,0.7777777777777778,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,1.3906757082579058,-1.409759048676445
30,0,Travel_Frequently,721,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,No,23,4,4,0,12,2,3,12,8,3,7,0.25,0.6666666666666666,0.1666666666666666,0.5833333333333334,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,1.056080855099585,-0.47075902441741124
41,1,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,No,12,3,4,0,23,0,3,22,15,15,8,0.6818181818181818,0.6818181818181818,0.0,0.3636363636363636,0.217391304347826,High,1,🟠 Promotion-Stalled,0,4.286976533036483,2.9253332603401216
34,0,Non-Travel,1065,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,No,20,4,3,0,10,2,3,9,5,8,7,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.2,Medium,1,🟠 Promotion-Stalled,0,1.8106342972671918,0.773815975839563
37,0,Travel_Rarely,408,Research & Development,19,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,No,21,4,1,0,8,1,3,1,0,0,0,0.0,0.0,1.0,0.0,0.125,Low,0,🚀 Fast-Track Performers,1,-2.173605343756672,-0.709979584974292
46,0,Travel_Frequently,1211,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Yes,21,4,3,0,14,4,3,9,6,0,8,0.0,0.6666666666666666,0.4444444444444444,0.8888888888888888,0.1428571428571428,Medium,1,🟠 Promotion-Stalled,0,0.3319239298154484,-0.9074190283238026
35,0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,No,19,3,4,0,1,2,3,1,0,0,1,0.0,0.0,2.0,1.0,1.0,Low,0,🚀 Fast-Track Performers,1,-2.9575859824943893,-0.6633654325240491
48,1,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Yes,13,3,4,0,23,2,3,1,0,0,0,0.0,0.0,2.0,0.0,0.1304347826086956,Low,0,🚀 Fast-Track Performers,1,-2.206670317546453,0.6705192756605939
28,1,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Yes,13,3,3,0,2,3,2,2,2,2,2,1.0,1.0,1.5,1.0,0.5,High,1,🟠 Promotion-Stalled,0,0.3705583940510404,-0.2542255582182616
44,0,Travel_Rarely,1488,Sales,1,5,Marketing,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Yes,21,4,3,1,9,2,2,4,3,1,3,0.25,0.75,0.5,0.75,0.2222222222222222,Medium,1,🟠 Promotion-Stalled,0,0.2711308693914798,-1.0730496154802982
35,0,Non-Travel,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,1,10,3,3,4,0,2,3,0.5,0.0,0.75,0.75,0.3,Medium,1,🟠 Promotion-Stalled,0,-0.6542080923726222,0.6970487983398979
26,0,Travel_Rarely,1443,Sales,23,3,Marketing,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Yes,19,3,3,1,5,2,2,2,2,0,0,0.0,1.0,1.0,0.0,0.4,Medium,1,🟠 Promotion-Stalled,0,-1.0717741206808686,-0.6379974395407564
33,0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Yes,12,3,3,0,15,1,3,15,14,8,12,0.5333333333333333,0.9333333333333332,0.0666666666666666,0.8,0.2,Medium,1,🟠 Promotion-Stalled,0,3.4561353787951896,0.5371713521411425
35,0,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,No,22,4,4,1,9,3,2,9,8,1,8,0.1111111111111111,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,1.0754993540810864,-0.6283763888298043
35,0,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2,1.0,1.0,1.5,1.0,0.25,High,1,🟠 Promotion-Stalled,0,0.7242796927952891,-0.4254482922293815
31,0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,4,1,10,3,2,7,7,1,7,0.1428571428571428,1.0,0.4285714285714285,1.0,0.2,Medium,1,🟠 Promotion-Stalled,0,1.167290805850253,-1.2537198323175118
37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,1,7,2,4,7,5,0,7,0.0,0.7142857142857143,0.2857142857142857,1.0,0.2857142857142857,Medium,1,🟠 Promotion-Stalled,0,0.40766034891935604,-1.6192463058648563
32,0,Travel_Rarely,427,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.2222222222222222,High,1,🟠 Promotion-Stalled,0,2.2799115588680654,0.5368222883712709
38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9,0.9,0.3,0.2,0.9,0.2,Medium,1,🟠 Promotion-Stalled,0,1.5917268895498151,1.0542079106664746
50,0,Travel_Rarely,989,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Yes,12,3,4,1,29,2,2,27,3,13,8,0.4814814814814814,0.1111111111111111,0.074074074074074,0.2962962962962963,0.1724137931034483,Medium,1,🟠 Promotion-Stalled,0,1.5979891044617693,3.120764318683955
59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,0.3333333333333333,0.7619047619047619,0.1428571428571428,0.4285714285714285,0.1071428571428571,Medium,1,🟠 Promotion-Stalled,0,2.814496080871559,1.3738318470929167
36,0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,No,13,3,2,3,17,2,3,17,14,12,8,0.7058823529411765,0.8235294117647058,0.1176470588235294,0.4705882352941176,0.1764705882352941,High,1,🟠 Promotion-Stalled,0,3.5420744878109436,2.073068430477449
55,0,Travel_Rarely,836,Research & Development,8,3,Medical,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Yes,14,3,3,3,21,2,3,5,0,0,2,0.0,0.0,0.4,0.4,0.1904761904761904,Low,1,🟠 Promotion-Stalled,0,-1.0611281744708065,0.17154208274140914
36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,0,6,3,3,6,5,0,3,0.0,0.8333333333333334,0.5,0.5,0.3333333333333333,Medium,1,🟠 Promotion-Stalled,0,-0.1485434223412404,-0.7412734780745963
45,0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,0,0,0,0.0,0.0,2.0,0.0,0.12,Low,0,🚀 Fast-Track Performers,1,-2.218020376054725,0.6182490855503986
35,0,Travel_Frequently,664,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,No,13,3,4,1,5,2,2,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,Medium,1,🟠 Promotion-Stalled,0,-0.14094164579132917,-1.1018712430489386
36,1,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Yes,17,3,1,1,2,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.5,Low,0,🚀 Fast-Track Performers,1,-2.2121202023190327,-1.0180026459414848
59,0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,No,11,3,4,0,20,2,2,4,3,1,3,0.25,0.75,0.5,0.75,0.1,Medium,1,🟠 Promotion-Stalled,0,0.5172574912798892,-1.0302800118438449
29,0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,No,23,4,4,1,6,3,3,5,4,0,4,0.0,0.8,0.6,0.8,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.08177829370023947,-1.6110992420145744
31,0,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0,1.0,1.0,4.0,0.0,1.0,High,0,🚀 Fast-Track Performers,1,-2.69217635541283,1.866822555522119
32,0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,No,17,3,2,2,10,3,3,10,4,0,9,0.0,0.4,0.3,0.9,0.2,Low,1,🟠 Promotion-Stalled,0,-0.11895003662906277,-1.0246729361951123
36,0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,12,3,2,0,5,3,3,1,0,0,0,0.0,0.0,3.0,0.0,0.2,Low,0,🚀 Fast-Track Performers,1,-3.1945121353804975,0.5909232920785802
31,0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,23,4,4,0,11,2,3,11,7,1,8,0.0909090909090909,0.6363636363636364,0.1818181818181818,0.7272727272727273,0.1818181818181818,Medium,1,🟠 Promotion-Stalled,0,0.6496785588010551,-1.0926759818878347
35,0,Travel_Rarely,776,Sales,1,4,Marketing,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,No,14,3,2,0,16,2,3,15,13,2,8,0.1333333333333333,0.8666666666666667,0.1333333333333333,0.5333333333333333,0.125,Medium,1,🟠 Promotion-Stalled,0,1.7631992720353673,-0.6043586932813946
45,0,Travel_Rarely,193,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Yes,14,3,2,0,17,3,4,0,0,0,0,0.0,0.0,3.0,0.0,0.1764705882352941,Low,0,🚀 Fast-Track Performers,1,-2.766328399723711,1.2626627974941
37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,No,13,3,1,0,16,3,4,5,2,0,2,0.0,0.4,0.6,0.4,0.1875,Low,1,🟠 Promotion-Stalled,0,-0.7214618011086718,-0.08366858665013055
46,0,Travel_Rarely,945,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2,0.0,0.5,0.5,0.5,0.125,Medium,1,🟠 Promotion-Stalled,0,-0.5622689986569627,-1.0934425865972615
30,0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0,0.3,0.8,0.1,0.0,0.2,Medium,1,🟠 Promotion-Stalled,0,0.8123682540928014,-0.07924757644516363
35,0,Travel_Rarely,1214,Research & Development,1,3,Medical,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,No,18,3,1,0,6,3,3,6,4,0,4,0.0,0.6666666666666666,0.5,0.6666666666666666,0.1666666666666666,Medium,1,🟠 Promotion-Stalled,0,-0.28781127524813216,-1.3271941624742551
55,0,Travel_Rarely,111,Sales,1,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,No,14,3,4,1,24,4,3,1,0,1,0,1.0,0.0,4.0,0.0,0.125,Medium,0,🚀 Fast-Track Performers,0,-2.2282332005966277,2.8917209314940546
38,0,Non-Travel,573,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Yes,12,3,4,3,17,3,3,13,11,1,9,0.0769230769230769,0.8461538461538461,0.2307692307692307,0.6923076923076923,0.1176470588235294,Medium,1,🟠 Promotion-Stalled,0,1.3938158760540889,-0.7014128943100786
34,0,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,No,15,3,3,0,5,2,3,5,2,1,3,0.2,0.4,0.4,0.6,0.4,Low,1,🟠 Promotion-Stalled,0,-0.6127016969778882,-0.5552400132531081
